scene,comparison,frame_id,iteration,stage,input_token_drift,stage_drift
scene0000_00,H200(Z200)_vs_H200(Z500_shared),413,2,adaln_input,5.299683980356936,6.2596246721679805
scene0000_00,H200(Z200)_vs_H200(Z500_shared),447,2,adaln_input,5.596520638428546,6.3128368554602465
scene0000_00,H200(Z200)_vs_H200(Z500_shared),469,2,adaln_input,5.668488756490497,6.323630412005099
scene0000_00,H200(Z200)_vs_H200(Z500_shared),502,2,adaln_input,5.40248751570257,6.04838937475167
scene0000_00,H200(Z200)_vs_H200(Z500_shared),525,2,adaln_input,5.687439968067035,6.259426310881737
scene0000_00,H200(Z200)_vs_H200(Z500_shared),558,2,adaln_input,5.2772041410500705,4.994709337969295
scene0000_00,H200(Z200)_vs_H200(Z500_shared),581,2,adaln_input,5.099932824694942,4.997980836924996
scene0000_00,H200(Z200)_vs_H200(Z500_shared),614,2,adaln_input,5.439544893915585,5.7176623839471485
scene0000_00,H200(Z200)_vs_H200(Z500_shared),637,2,adaln_input,6.001064220867326,6.627962506624721
scene0000_00,H200(Z200)_vs_H200(Z500_shared),670,2,adaln_input,6.571218518642675,7.67170112484726
scene0000_00,H200(Z200)_vs_H200(Z500_shared),692,2,adaln_input,6.375122630666037,7.369582899519804
scene0000_00,H200(Z200)_vs_H200(Z500_shared),726,2,adaln_input,6.35054740148393,7.8987184660215215
scene0000_00,H200(Z200)_vs_H200(Z500_shared),748,2,adaln_input,5.616208975347062,6.7008535228162245
scene0000_00,H200(Z200)_vs_H200(Z500_shared),782,2,adaln_input,5.517364137444898,6.988535508685047
scene0000_00,H200(Z200)_vs_H200(Z500_shared),804,2,adaln_input,5.44797641233586,7.2152586260214155
scene0000_00,H200(Z200)_vs_H200(Z500_shared),838,2,adaln_input,5.75022577580766,7.475862764939237
scene0000_00,H200(Z200)_vs_H200(Z500_shared),860,2,adaln_input,6.5560286926580265,8.46209958446438
scene0000_00,H200(Z200)_vs_H200(Z500_shared),894,2,adaln_input,7.044402395123472,9.711008672527422
scene0000_00,H200(Z200)_vs_H200(Z500_shared),916,2,adaln_input,6.756257475862577,9.168230074739073
scene0000_00,H200(Z200)_vs_H200(Z500_shared),949,2,adaln_input,6.612481243005093,9.434058433257789
scene0000_00,H200(Z200)_vs_H200(Z500_shared),972,2,adaln_input,6.219849919788415,9.667302967616497
scene0000_00,H200(Z200)_vs_H200(Z500_shared),1005,2,adaln_input,6.726203833925241,10.185394522682552
scene0000_00,H200(Z200)_vs_H200(Z500_shared),1028,2,adaln_input,6.567409176291869,10.355501275972925
scene0000_00,H200(Z200)_vs_H200(Z500_shared),1061,2,adaln_input,6.734562642732851,9.87971273019645
scene0000_00,H200(Z200)_vs_H200(Z500_shared),1084,2,adaln_input,6.786995650728906,10.073949400115438
scene0000_00,H200(Z200)_vs_H200(Z500_shared),1117,2,adaln_input,7.36282228480055,10.960531344970583
scene0000_00,H200(Z200)_vs_H200(Z500_shared),1139,2,adaln_input,6.985573086026154,9.974245699033167
scene0000_00,H200(Z200)_vs_H200(Z500_shared),1173,2,adaln_input,7.652982708580789,11.305326983177496
scene0000_00,H200(Z200)_vs_H200(Z500_shared),1195,2,adaln_input,7.18961482497744,11.394441223337758
scene0000_00,H200(Z200)_vs_H200(Z500_shared),1229,2,adaln_input,6.938194361472371,11.064238619103717
scene0000_00,H200(Z200)_vs_H200(Z500_shared),1251,2,adaln_input,7.2222448782813204,11.729237953454192
scene0000_00,H200(Z200)_vs_H200(Z500_shared),1285,2,adaln_input,9.048092068727113,17.012491078455454
scene0000_00,H200(Z200)_vs_H200(Z500_shared),1307,2,adaln_input,9.957897806315616,19.94664533627899
