scene,group,set,camera_center_displacement_mean,rotation_change_deg_mean,fov_change_mean,aligned_translation_error_mean,aligned_translation_error_delta
scene0571_00,translation,controls,0.008701619201178446,1.0732309640187072,0.019487812634370178,0.03650306837345447,-0.0017027035036713267
scene0571_00,rotation,selected,0.10466296096691272,13.025260801310418,0.18949065972933438,0.18096967745658799,0.1427639055794622
scene0571_00,rotation,controls,0.015225232577052338,0.720160492651597,0.05994232423715032,0.03674803199582579,-0.0014577398813000048
scene0571_00,fov,selected,0.07886216478606364,3.2528181282107957,0.260559201791639,0.10415224998729286,0.06594647811016707
scene0571_00,fov,controls,0.017607893215692196,1.0925464672995826,0.020019732592202386,0.036889473462311466,-0.0013162984148143292
scene0582_02,translation,selected,0.34730660623248083,11.275192922680075,0.05068162645993162,0.3868864650005386,0.3137790947486456
scene0582_02,translation,controls,0.012526466956829144,0.8740394165149304,0.020893871826712464,0.07953740568516288,0.0064300354332699206
scene0582_02,rotation,selected,0.24221787294242206,13.973869204620346,0.13813626823099856,0.39048113042852717,0.3173737601766342
scene0582_02,rotation,controls,0.021800125283171903,0.6896132984680184,0.06318463022053175,0.0718407831783511,-0.0012665870735418527
scene0582_02,fov,selected,0.08811803823160567,4.792387043664324,0.35789686014403016,0.14502419403277506,0.0719168237808821
scene0582_02,fov,controls,0.024793230089375666,1.0227960884034037,0.02099847109405339,0.07313697405042639,2.9603798533436865e-05
scene0593_00,translation,selected,0.2597442292849927,8.085980286558975,0.059309547667458974,0.43319897118717343,0.3778941303676608
scene0593_00,translation,controls,0.01481899499073044,1.5139771269095694,0.02260585136753447,0.06724421492948879,0.011939374109976142
scene0593_00,rotation,selected,0.13890486615447656,12.975046399701236,0.14420718007462127,0.34479242790465536,0.2894875870851427
scene0593_00,rotation,controls,0.020451877079637523,0.7787114585649985,0.057674518677645455,0.05833331005765725,0.003028469238144607
scene0593_00,fov,selected,0.08240429533461718,4.064746029013669,0.3194166883598722,0.184852860653989,0.12954801983447636
scene0593_00,fov,controls,0.025661867403776968,1.342263244666577,0.022902106007300752,0.07164069896000774,0.016335858140495096
scene0606_01,translation,selected,0.1313699862388114,5.151967466963127,0.07092887638562781,0.15057627329785697,0.07431210316419343
scene0606_01,translation,controls,0.011959942689106525,1.529791889677809,0.022880369209473287,0.07362529015715924,-0.0026388799765043047
scene0606_01,rotation,selected,0.0675775026645123,10.381191255158296,0.11812508303869212,0.1333962023778712,0.05713203224420765
scene0606_01,rotation,controls,0.013364654478306856,0.8373807606338199,0.046388724130887425,0.06727867968671819,-0.008985490446945354
scene0606_01,fov,selected,0.04216758020041807,4.3296692332900175,0.2698840611087603,0.06680993947359853,-0.00945423066006501
scene0606_01,fov,controls,0.018072168485172676,1.0138672350044033,0.020456126270723338,0.06382943730861362,-0.012434732825049921
scene0619_00,translation,selected,0.20027856508106384,3.6939057181608876,0.03342584506731739,0.11876842804636224,0.08548560868425475
scene0619_00,translation,controls,0.010987883948205957,0.6117574648378629,0.0236916682615516,0.03550525917944082,0.0022224398173333396
scene0619_00,rotation,selected,0.06537933173941883,7.30406709901762,0.12300336683786069,0.08310922246418573,0.04982640310207825
scene0619_00,rotation,controls,0.018720483749821125,0.35380416936525644,0.07547101851631831,0.037154558671235044,0.003871739309127563
scene0619_00,fov,selected,0.06792909286012541,3.49946347928278,0.32559286830938855,0.06162304790522034,0.028340228543112862
scene0619_00,fov,controls,0.031293244402074955,1.320370704406719,0.03270105547790036,0.040162467078817106,0.006879647716709625
scene0631_01,translation,selected,0.23190269023404375,8.610689006809018,0.07054348892286216,0.5310790972831997,0.33879075136294756
scene0631_01,translation,controls,0.0126520322580295,1.2194212828484943,0.023909925641651706,0.20061142771200727,0.008323081791755116
scene0631_01,rotation,selected,0.15163643733648016,11.200091177364682,0.1347605989845898,0.5321191348050888,0.33983078888483664
scene0631_01,rotation,controls,0.01912756433792518,0.6622343763552743,0.061615167531457904,0.19836148221288222,0.006073136292630066
scene0631_01,fov,selected,0.05044914099647802,3.0874201312210197,0.3210427125746233,0.23746604224250528,0.04517769632225313
scene0631_01,fov,controls,0.023431129349148,1.1416559661124088,0.021719804183280685,0.20516585308874766,0.012877507168495506
scene0648_00,translation,selected,0.12436018199982422,6.199026119242823,0.03066309418598255,0.13166398479763602,0.0749087796911321
scene0648_00,translation,controls,0.01170306972888318,1.6824550382034213,0.02055785931024639,0.06163940263691722,0.004884197530413303
scene0648_00,rotation,selected,0.10880488768909158,15.16400550804665,0.18122893914502708,0.1521640603393558,0.09540885523285189
scene0648_00,rotation,controls,0.013931360916183237,0.8028581004562868,0.05539264174773424,0.05606786678587072,-0.0006873383206332032
